CAMIS,DBA,BORO,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,GRADE,SCORE,Latitude,Longitude
40399739,"DUNKIN', BASKIN ROBBINS",Queens,11378.0,+17184170918,Donuts,2022-10-25,Violations were cited in the following area(s).,A,9.0,40.721127891602,-73.903940237284
40399770,MICHAEL'S PASTRY SHOP,Brooklyn,11229.0,+17183769200,Bakery Products/Desserts,2023-10-13,Violations were cited in the following area(s).,A,2.0,40.607372132012,-73.943421438382
40399778,MCDONALD'S,Bronx,10451.0,+17184029506,Hamburgers,2023-11-28,Violations were cited in the following area(s).,A,9.0,40.819854381506,-73.926710703668
40399787,STARBUCKS,Manhattan,10065.0,+12124726535,Coffee/Tea,2023-11-30,Violations were cited in the following area(s).,A,9.0,40.76581959068,-73.963477256177
40399817,NOVITA,Manhattan,10010.0,+12126772222,Italian,2023-08-10,Violations were cited in the following area(s).,A,7.0,40.739271772083,-73.986290955574
40399834,HANGAWI,Manhattan,10016.0,+12122130077,Korean,2023-04-17,Violations were cited in the following area(s).,A,12.0,40.746822419604,-73.984751960331
40399852,HANGAR BAR,Manhattan,10014.0,+12126272044,Bottled Beverages,2023-02-25,Violations were cited in the following area(s).,A,13.0,40.733220259636,-74.005394354534
40399867,DOMINO'S,Manhattan,10007.0,+12125668888,Pizza,2023-11-01,Violations were cited in the following area(s).,A,13.0,40.71563717522,-74.007362516356
40399886,DUNKIN',Queens,11378.0,+17187797459,Donuts,2023-09-21,Violations were cited in the following area(s).,A,6.0,40.72607440915,-73.895050484292
40399955,SCHICK'S MANOR,Brooklyn,11219.0,+17188536329,Jewish/Kosher,2024-01-08,Violations were cited in the following area(s).,A,10.0,40.636266592592,-73.994386523991
40399986,FIFTH AVE DINER,Brooklyn,11215.0,+17188328131,American,2023-06-05,Violations were cited in the following area(s).,A,13.0,40.669546329242,-73.985998933571
40400021,DOYLE'S CORNER,Queens,11103.0,+17186062777,Irish,2023-12-04,Violations were cited in the following area(s).,A,12.0,40.758148691304,-73.917278337563
40400039,CAFE GITANE,Manhattan,10012.0,+16468700087,Moroccan,2023-05-31,Violations were cited in the following area(s).,A,5.0,40.723262258006,-73.99479405618
40400149,CHINA GLATT,Brooklyn,11219.0,+17184382576,Jewish/Kosher,2022-09-21,Violations were cited in the following area(s).,A,4.0,40.637679796443,-73.989334889435
40400155,BUS STOP CAFE,Manhattan,10014.0,+12122061100,American,2023-09-26,Violations were cited in the following area(s).,A,7.0,40.736958606135,-74.005852933681
40400198,CABANA,Queens,11375.0,+17182633600,Latin American,2022-03-07,Violations were cited in the following area(s).,A,12.0,40.721116246567,-73.845529443198
40400204,STARBUCKS,Manhattan,10016.0,+12126841299,Coffee/Tea,2023-09-20,Violations were cited in the following area(s).,A,12.0,40.74356303613,-73.97670863535
40400209,WHEELER'S,Brooklyn,11235.0,+17186469320,American,2023-05-01,Violations were cited in the following area(s).,A,13.0,40.585744276712,-73.95175644597
40400429,BONELLE PASTRY SHOP,Queens,11375.0,+17185751792,Bakery Products/Desserts,2023-06-21,Violations were cited in the following area(s).,A,12.0,40.718021855543,-73.84076038707
40400453,CAFE EIGHTY TWO,Manhattan,10024.0,+12128758373,American,2023-01-04,Violations were cited in the following area(s).,A,4.0,40.785958886677,-73.9783873687
40400473,DOMINO'S,Manhattan,10011.0,+12122435700,Pizza,2023-09-08,Violations were cited in the following area(s).,A,7.0,40.743669576786,-73.994655319797
40400483,STARBUCKS,Manhattan,10024.0,+12127211267,Coffee/Tea,2022-12-06,Violations were cited in the following area(s).,A,2.0,40.784916023812,-73.979160478858
40400492,AVELLINO RESTAURANT,Queens,11374.0,+17184590632,Pizza,2022-09-22,Violations were cited in the following area(s).,A,0.0,40.729778344863,-73.860197788032
40400539,ALL AMERICAN COFFEE SHOP,Queens,11101.0,+17189376161,American,2023-01-06,Violations were cited in the following area(s).,A,13.0,40.753154845794,-73.927809425352
40400544,THE ARCH DINER,Brooklyn,11236.0,+17185313718,American,2022-09-30,Violations were cited in the following area(s).,Z,18.0,40.631195582958,-73.9185207266
40400561,FORTUNATO BROS CAFE & BAKERY,Brooklyn,11211.0,+17183872281,Bakery Products/Desserts,2023-01-30,Violations were cited in the following area(s).,A,11.0,40.713739031606,-73.945978491045
40400686,PEKING DUCK HOUSE,Manhattan,10022.0,+12127598260,Chinese,2022-01-03,Violations were cited in the following area(s).,A,9.0,40.757306835748,-73.968488420896
40400710,IL BUCO RESTAURANT,Manhattan,10012.0,+12125331932,Italian,2023-11-16,Violations were cited in the following area(s).,A,9.0,40.726020645904,-73.992885275269
40400754,RYAN MAGUIRE'S BAR & RESTAURANT,Manhattan,10038.0,+12125666906,American,2023-03-01,Violations were cited in the following area(s).,A,12.0,40.708223672407,-74.00519033719
40400810,THE SCRATCHER CAFE,Manhattan,10003.0,+12124770030,Irish,2022-03-16,Violations were cited in the following area(s).,A,7.0,40.727513644254,-73.990723950969
40400898,VILLAGE MARIA PIZZA II,Staten Island,10314.0,+17183701818,Pizza,2023-02-28,Violations were cited in the following area(s).,A,13.0,40.60799180107,-74.121095847185
40400962,WHITE CASTLE,Manhattan,10029.0,+12128766737,Hamburgers,2023-09-20,Violations were cited in the following area(s).,A,13.0,40.788035173782,-73.942292283737
40400976,IRISH PUNT,Manhattan,10005.0,+12124227868,Irish,2023-03-14,Violations were cited in the following area(s).,A,11.0,40.705931445677,-74.010282932982
40401025,ALTESI DOWNTOWN RISTORANTE,Manhattan,10012.0,+12124311212,Italian,2023-01-23,Violations were cited in the following area(s).,A,10.0,40.725180921477,-74.00326869121
40401060,NAIM KOSHER PIZZA,Brooklyn,11218.0,+17184383569,Jewish/Kosher,2022-03-07,Violations were cited in the following area(s).,A,12.0,40.637862778914,-73.98199897321
40401066,SALAM CAFE & REST,Manhattan,10011.0,+12127410277,Middle Eastern,2022-11-21,Violations were cited in the following area(s).,A,13.0,40.736868158143,-73.997852964986
40401084,MCCABE'S BAR CAR,Queens,11358.0,+17183579886,Irish,2022-03-08,Violations were cited in the following area(s).,A,12.0,40.761337514525,-73.789888186824
40401093,FRENCH ROAST,Manhattan,10024.0,+12127991533,French,2022-03-02,Violations were cited in the following area(s).,A,13.0,40.78767958083,-73.977021764246
40401104,1020 BAR,Manhattan,10025.0,+12125313468,American,2022-03-10,Violations were cited in the following area(s).,A,9.0,40.803093425955,-73.963781811583
40401160,LA CABANA SALVADORENA RESTAURANT,Manhattan,10040.0,+12129287872,Latin American,2022-10-27,Violations were cited in the following area(s).,A,9.0,40.854425804453,-73.93360577514
40401173,BIG BAR,Manhattan,10003.0,+12127776969,American,2023-04-11,Violations were cited in the following area(s).,A,5.0,40.727392481603,-73.98672636244
40401224,LA CASA BELLA,Brooklyn,11214.0,+17184490200,Pizza,2023-01-19,Violations were cited in the following area(s).,A,12.0,40.59067829724,-73.991761982585
40401247,SHENANIGANS PUB,Brooklyn,11218.0,+17186333689,American,2022-08-27,Violations were cited in the following area(s).,A,11.0,40.647728453129,-73.972799855941
40401422,BROADWAY DIVE,Manhattan,10025.0,+12128652662,American,2022-08-02,Violations were cited in the following area(s).,A,12.0,40.797978833846,-73.969339534706
40401445,IHOP,Brooklyn,11234.0,+17182512262,Pancakes/Waffles,2023-10-06,Violations were cited in the following area(s).,A,13.0,40.625985562164,-73.917932708
40401453,JAKE'S DILEMMA,Manhattan,10024.0,+12125800556,American,2023-10-11,Violations were cited in the following area(s).,A,13.0,40.784218553109,-73.977550174885
40401506,MINT,Brooklyn,11223.0,+17183390273,Jewish/Kosher,2023-03-28,Violations were cited in the following area(s).,A,13.0,40.604494557966,-73.969590790595
40401742,MCDONALD'S,Queens,11413.0,+17182766230,Hamburgers,2023-09-08,Violations were cited in the following area(s).,A,2.0,40.665487277341,-73.756646891016
40401821,THREE DECKER RESTAURANT,Manhattan,10128.0,+12122899936,American,2023-12-13,Violations were cited in the following area(s).,A,10.0,40.781009232578,-73.949440685825
40401834,COLUMBUS GOURMET FOOD,Manhattan,10023.0,+12127217800,American,2022-12-01,Establishment re-opened by DOHMH.,Z,10.0,40.777557250664,-73.978671738806
40401841,VILLAGE PIZZA,Manhattan,10014.0,+12122434367,Pizza,2023-03-06,Violations were cited in the following area(s).,B,26.0,40.739124333525,-74.00304564563
40401887,SPORTS MANIA BAR & GRILL,Queens,11422.0,+17185259521,American,2022-03-01,Violations were cited in the following area(s).,A,12.0,40.660686354583,-73.739053665576
40401895,JOHNNY'S BAR,Manhattan,10011.0,+12127415279,Bottled Beverages,2023-03-27,Violations were cited in the following area(s).,A,11.0,40.737738254285,-74.001797037737
40401912,ONIEALS,Manhattan,10013.0,+12129419119,American,2022-10-11,Violations were cited in the following area(s).,A,5.0,40.71954319801,-73.997940105749
40401934,BROOKLYN DINER,Manhattan,10106.0,+12129772280,American,2023-04-07,Violations were cited in the following area(s).,A,7.0,40.76500853812,-73.980415789365
40401971,TJ BYRNE'S BAR,Manhattan,10038.0,+12124064551,Irish,2023-03-14,Violations were cited in the following area(s).,A,7.0,40.708830267209,-74.00517595685
40402007,GRAND AVENUE PIZZA,Queens,11103.0,+17187288879,Pizza,2022-02-28,Violations were cited in the following area(s).,A,11.0,40.765634692816,-73.918738285351
40402023,LE MARAIS,Manhattan,10036.0,+12128690900,Jewish/Kosher,2023-12-12,Violations were cited in the following area(s).,A,13.0,40.75797697788,-73.983677342774
40402026,ESTANCIA 460,Manhattan,10013.0,+12124315093,Latin American,2022-10-14,Violations were cited in the following area(s).,A,13.0,40.723728593746,-74.009491985046
40402102,TIMMY'S DELI,Queens,11368.0,+17184296106,American,2022-12-13,Violations were cited in the following area(s).,A,12.0,40.751623765198,-73.855622132525
40402172,LOMBARDI'S,Manhattan,10012.0,+12129417994,Pizza,2023-05-05,Violations were cited in the following area(s).,A,13.0,40.721684052993,-73.995660012794
40402222,RAB'S COUNTRY LANE,Staten Island,10305.0,+17189791600,American,2023-09-01,Establishment re-opened by DOHMH.,Z,13.0,40.589507305947,-74.089442859147
40402333,ASTORIA BAGEL SHOP,Queens,11105.0,+17187285169,American,2023-08-28,Violations were cited in the following area(s).,A,2.0,40.777185326208,-73.912228563288
40402337,J & M BAKERY,Queens,11106.0,+17187841511,Bakery Products/Desserts,2023-05-23,Violations were cited in the following area(s).,A,13.0,40.756861860383,-73.930379001933
40402362,BLAKE & TODD,Manhattan,10036.0,+12128691929,Sandwiches,2023-04-19,Violations were cited in the following area(s).,A,9.0,40.756919518444,-73.97918370977
40402365,MICHAEL'S,Manhattan,10019.0,+12127670555,American,2023-03-31,Violations were cited in the following area(s).,A,10.0,40.762076282142,-73.975922412434
40402368,TIRO A SEGNO OF NEW YORK,Manhattan,10012.0,+12122542500,Italian,2022-03-23,Violations were cited in the following area(s).,A,8.0,40.728724450276,-74.001573096514
40402369,COLONY CLUB,Manhattan,10065.0,+12128384200,American,2023-04-10,Violations were cited in the following area(s).,A,12.0,40.765044244954,-73.968253706291
40402375,WOMENS NATL. REPUBLICAN CLUB,Manhattan,10019.0,+12125825454,American,2022-02-10,Violations were cited in the following area(s).,A,7.0,40.759290579691,-73.977031595597
40402376,THE CENTURY ASSOCIATION,Manhattan,10036.0,+12129440090,American,2023-01-31,Violations were cited in the following area(s).,A,12.0,40.75441661458,-73.981010859725
40402377,REGENCY WHIST CLUB,Manhattan,10065.0,+12127341734,American,2023-05-09,Violations were cited in the following area(s).,B,23.0,40.768895196191,-73.968461255383
40402393,HARVARD CLUB,Manhattan,10036.0,+12128406600,American,2023-04-28,Violations were cited in the following area(s).,A,11.0,40.755237298321,-73.981014234331
40402397,THE RIVER CLUB,Manhattan,10022.0,+12127510100,American,2022-09-27,Violations were cited in the following area(s).,A,10.0,40.75468158264,-73.964183616201
40402423,KNICKERBOCKER CLUB,Manhattan,10065.0,+12128386700,American,2022-02-23,Violations were cited in the following area(s).,A,13.0,40.766027698235,-73.971412028044
40402424,ANGLERS CLUB OF NEW YORK,Manhattan,10004.0,+12124257333,American,2023-03-16,Violations were cited in the following area(s).,A,12.0,40.703367707178,-74.01157010716
40402465,THE UNION LEAGUE CLUB,Manhattan,10016.0,+12126853800,American,2022-11-28,Violations were cited in the following area(s).,A,11.0,40.749451357976,-73.981102509172
40402466,LOTOS CLUB GRILL ROOM,Manhattan,10065.0,+12127377100,American,2024-01-08,Violations were cited in the following area(s).,A,7.0,40.768483744552,-73.969428979771
40402527,MADISON SQUARE,Manhattan,10010.0,+12125766303,American,2023-12-04,Violations were cited in the following area(s).,A,11.0,40.743015641993,-73.986402054932
40402699,RIVERDALE YACHT CLUB,Bronx,10471.0,+17185430792,American,2022-09-28,Violations were cited in the following area(s).,A,10.0,40.903121070343,-73.914503439732
40402717,THE WEBSTER APARTMENTS,Manhattan,10001.0,+12125943966,American,2022-09-08,Violations were cited in the following area(s).,A,10.0,40.753712745227,-73.997076403658
40402742,ISLAND CHATEAU,Staten Island,10305.0,+17184475882,American,2023-10-06,Violations were cited in the following area(s).,A,5.0,40.601458180701,-74.085771386312
40402756,THE UNIVERSITY CLUB,Manhattan,10019.0,+12122472100,American,2023-05-01,Violations were cited in the following area(s).,A,13.0,40.761244606063,-73.975854128265
40402785,HARMONIE CLUB,Manhattan,10022.0,+12123557400,American,2023-05-04,Violations were cited in the following area(s).,A,5.0,40.764713143321,-73.972159859674
40402788,CBS EMPLOYEE CAFETERIA,Manhattan,10019.0,+12129752560,American,2023-04-28,Violations were cited in the following area(s).,A,13.0,40.769736250666,-73.990071812552
40403721,SIMPSON THACHER AND BARTLET CAFE,Manhattan,10017.0,+12124552534,American,2022-10-21,Violations were cited in the following area(s).,A,7.0,40.75241734621,-73.975319553347
40403768,CLEARY GOTTLIEB,Manhattan,10006.0,+19175473469,American,2023-12-07,Violations were cited in the following area(s).,A,7.0,40.709422716852,-74.011102256001
40403822,ANTUN'S,Queens,11429.0,+17184686400,American,2023-12-05,Violations were cited in the following area(s).,A,11.0,40.717604789122,-73.735377648263
40403830,PRINCESS MANOR,Brooklyn,11222.0,+17183896965,Continental,2023-05-19,Violations were cited in the following area(s).,A,5.0,40.723924066506,-73.950277867763
40403857,S.M.R RESTAURANT SERVICES,Queens,11378.0,+17187063108,American,2022-03-11,Violations were cited in the following area(s).,A,9.0,40.726697579538,-73.922848456032
40404017,CRAVATH CAFE,Manhattan,10019.0,+12124744863,American,2023-04-28,Violations were cited in the following area(s).,A,3.0,40.762067008215,-73.98627541614
40404024,THE PENN CLUB,Manhattan,10036.0,+12124036630,American,2022-02-10,Violations were cited in the following area(s).,A,12.0,40.755248289281,-73.981086420422
40404080,LAZARD FRERES,Manhattan,10112.0,+12126326928,American,2023-04-26,Violations were cited in the following area(s).,A,8.0,40.758747437799,-73.978692223615
40423364,HOLTERMANN'S BAKERY,Staten Island,10308.0,+17189847095,Bakery Products/Desserts,2023-11-27,Violations were cited in the following area(s).,A,12.0,40.564192636259,-74.155592735233
40423403,LA DELICE PASTRY SHOP,Manhattan,10016.0,+12125324409,Bakery Products/Desserts,2022-12-19,Violations were cited in the following area(s).,A,11.0,40.741252800769,-73.981389930891
40423440,BUONO BAKERY,Staten Island,10305.0,+17184483229,Bakery Products/Desserts,2023-04-11,Violations were cited in the following area(s).,A,8.0,40.598569386104,-74.079952109305
40423481,KINGSTON TROPICAL BAKERY,Bronx,10466.0,+17187980076,Caribbean,2022-03-08,Violations were cited in the following area(s).,A,11.0,40.888611204387,-73.860010761408
40423510,ALIOTTA BAKE SHOP,Brooklyn,11234.0,+17182524888,Bakery Products/Desserts,2022-11-04,Violations were cited in the following area(s).,A,5.0,40.61865486944,-73.931406212322
40423563,CIRCO PASTRY SHOP,Brooklyn,11237.0,+17183817199,Bakery Products/Desserts,2023-11-27,Violations were cited in the following area(s).,A,3.0,40.701580462147,-73.923252716564
40423571,ARTUSO PASTRY SHOP,Bronx,10458.0,+17183672515,Bakery Products/Desserts,2023-09-21,Violations were cited in the following area(s).,A,11.0,40.854310632862,-73.885040241969
40423654,HUNGARIAN PASTRY SHOP,Manhattan,10025.0,+12128664230,Eastern European,2023-03-27,Violations were cited in the following area(s).,A,13.0,40.803472115272,-73.963510698204
40423705,ZARO'S BAKERY,Manhattan,10017.0,+12123767619,American,2023-01-23,Violations were cited in the following area(s).,A,5.0,40.752093933162,-73.977604354379
40423819,ALFONSO'S PASTRY SHOPPE,Staten Island,10314.0,+17182738802,Bakery Products/Desserts,2023-10-11,Violations were cited in the following area(s).,A,7.0,40.612741882335,-74.127216633526
40423830,CHAMPION BAKERY,Bronx,10466.0,+17187981203,Caribbean,2023-03-03,Establishment re-opened by DOHMH.,Z,11.0,40.887983064438,-73.860341209045
40423976,O.B'S BAKERY,Queens,11434.0,+17189784247,Bakery Products/Desserts,2022-10-19,Violations were cited in the following area(s).,A,12.0,40.67941330567,-73.777766517398
40424337,BAGEL WORKS,Manhattan,10065.0,+12127446444,Bagels/Pretzels,2023-02-03,Violations were cited in the following area(s).,B,24.0,40.76422872594,-73.9586155284
40424410,HIGHWAY BAGELS,Brooklyn,11229.0,+17183369200,Bagels/Pretzels,2023-09-15,Violations were cited in the following area(s).,A,10.0,40.610379811121,-73.954360538415
40424437,CAPRI BAKERY,Manhattan,10029.0,+12124101876,Bakery Products/Desserts,2023-02-22,Establishment re-opened by DOHMH.,Z,7.0,40.798134944581,-73.940506490517
40424488,RENATO'S PASTRY SHOP,Staten Island,10302.0,+17184426838,Bakery Products/Desserts,2023-09-06,Violations were cited in the following area(s).,A,13.0,40.624895772441,-74.143497472352
40424515,PASTICCERIA LA TORRE,Queens,11414.0,+17188432306,Bakery Products/Desserts,2023-02-17,Violations were cited in the following area(s).,A,5.0,40.660446614126,-73.840202723534
40424633,MANNA HOUSE,Manhattan,10013.0,+12129663766,Bakery Products/Desserts,2023-10-27,Violations were cited in the following area(s).,A,12.0,40.718151578241,-73.996933671778
40424709,THE CAKE CHEF,Staten Island,10314.0,+17184481290,Bakery Products/Desserts,2024-01-17,Violations were cited in the following area(s).,A,10.0,40.613056296991,-74.130750549472
40424723,NITA'S EUROPEAN BAKERY,Queens,11104.0,+17187844047,Bakery Products/Desserts,2023-09-27,Violations were cited in the following area(s).,A,11.0,40.739591120756,-73.924922854533
40424765,FRANCO BAKERY,Bronx,10454.0,+17189934200,Bakery Products/Desserts,2023-05-01,Violations were cited in the following area(s).,A,13.0,40.80712400336,-73.918210614421
40424780,MANNA ONE BAKERY,Manhattan,10038.0,+12126087551,Bakery Products/Desserts,2023-01-13,Violations were cited in the following area(s).,A,12.0,40.712623617937,-73.997067391413
40424933,CREATIVE CAKES,Manhattan,10021.0,+12127949811,American,2023-01-19,Violations were cited in the following area(s).,A,2.0,40.76896470072,-73.954706328565
40425000,PATMAR BAKE SHOP,Queens,11412.0,+17183410900,Caribbean,2023-02-21,Violations were cited in the following area(s).,A,10.0,40.695824284574,-73.747253254218
40425021,BAGEL BAZAAR,Brooklyn,11214.0,+17189967440,Bagels/Pretzels,2023-01-19,Violations were cited in the following area(s).,A,2.0,40.601778331986,-73.993561174222
40425029,VITO'S BAKERY,Brooklyn,11229.0,+17183323577,Bakery Products/Desserts,2023-03-21,Violations were cited in the following area(s).,A,9.0,40.599270814209,-73.952286784458
40425060,APOLLO BAKERY,Queens,11354.0,+17189610596,Bakery Products/Desserts,2023-01-25,Violations were cited in the following area(s).,A,12.0,40.759904894823,-73.831585030599
40425131,BAKER'S DOZEN BAGEL,Queens,11415.0,+17188471930,Bagels/Pretzels,2023-03-21,Violations were cited in the following area(s).,A,9.0,40.709102422643,-73.830040250571
40425143,BAGEL SHOPPE,Queens,11364.0,+17184236692,Bagels/Pretzels,2022-07-11,Violations were cited in the following area(s).,A,12.0,40.740578658384,-73.759081680593
40483540,WALTER READE THEATER,Manhattan,10023.0,+12128755201,American,2023-01-24,Violations were cited in the following area(s).,A,10.0,40.773990001732,-73.984478540062
40483729,CAFE MADISON,Manhattan,10010.0,+12125765309,Coffee/Tea,2023-09-28,Violations were cited in the following area(s).,A,10.0,40.743015641993,-73.986402054932
40510286,ROYS REST & SPORTS BAR,Queens,11419.0,+17186412254,Bottled Beverages,2023-05-05,Violations were cited in the following area(s).,A,7.0,40.6847988331,-73.830996632665
40510335,DEVON & BLAKELY,Manhattan,10177.0,+12126610101,American,2022-09-19,Violations were cited in the following area(s).,A,11.0,40.755011197611,-73.975567640574
40510341,THE MUFFIN CAFE,Manhattan,10023.0,+12128751173,Coffee/Tea,2023-02-28,Violations were cited in the following area(s).,A,13.0,40.776286601988,-73.979621736879
40510389,ZARO'S BREAD BASKET,Manhattan,10121.0,+12122920405,Bakery Products/Desserts,2024-01-08,Violations were cited in the following area(s).,A,7.0,40.750059234828,-73.992106724456
40510439,LA ISLA RESTAURANT,Manhattan,10029.0,+12125340002,Latin American,2022-09-22,Violations were cited in the following area(s).,A,12.0,40.790339613959,-73.945554959121
40510605,HAMILTON DELI,Manhattan,10025.0,+12127498924,Sandwiches,2022-10-05,Violations were cited in the following area(s).,A,11.0,40.806468652252,-73.961291127399
40510647,ROTI CORNER RESTAURANT,Queens,11432.0,+17186577908,Caribbean,2022-12-07,Violations were cited in the following area(s).,A,9.0,40.713034345317,-73.782170176262
40510804,WOODROW DINER,Staten Island,10309.0,+17186054031,American,2023-10-23,Violations were cited in the following area(s).,B,17.0,40.542592288455,-74.208331211757
40510827,TAJIN RESTAURANT,Manhattan,10006.0,+12125095017,Mexican,2023-04-14,Violations were cited in the following area(s).,A,2.0,40.707717935637,-74.013684495755
40511696,GEMINI'S LOUNGE,Queens,11417.0,+17183230502,Caribbean,2022-11-14,Violations were cited in the following area(s).,A,4.0,40.68363928819,-73.833898466949
40511771,PIZZA PARK,Manhattan,10065.0,+12128796444,Pizza,2023-05-09,Violations were cited in the following area(s).,A,2.0,40.764324766383,-73.958543269375
40511904,KITTY KIERNANS,Brooklyn,11209.0,+17189210217,Irish,2023-11-28,Violations were cited in the following area(s).,A,7.0,40.615568677708,-74.034271887202
40512002,RAINBOW FALAFEL,Manhattan,10003.0,+12126918641,Middle Eastern,2023-03-22,Violations were cited in the following area(s).,A,4.0,40.73731520658,-73.990809184838
40512074,ALFONSO'S PASTRY SHOPPE,Staten Island,10312.0,+17189848011,Bakery Products/Desserts,2023-04-11,Violations were cited in the following area(s).,A,12.0,40.545125402333,-74.160923690384
40512087,BIG NEW YORK FRIED CHICKEN,Queens,11691.0,+17183372312,Chicken,2023-05-11,Violations were cited in the following area(s).,A,13.0,40.601996088217,-73.753436491636
40512172,THE ASTORIA WORLD MANOR,Queens,11102.0,+17182787766,American,2022-01-06,Violations were cited in the following area(s).,A,12.0,40.771214581318,-73.922410378619
40512204,STARBUCKS COFFEE,Manhattan,10038.0,+12125871103,Coffee/Tea,2023-12-12,Violations were cited in the following area(s).,A,4.0,40.711802776132,-74.006658706681
40512258,BLUE RIBBON SUSHI,Manhattan,10012.0,+12123430404,Japanese,2022-03-07,Violations were cited in the following area(s).,A,13.0,40.726053772095,-74.002695082161
40512297,BARRACUDA BAR,Manhattan,10011.0,+12126458613,American,2023-02-25,Violations were cited in the following area(s).,A,11.0,40.744388817752,-73.998394052353
40512425,MCDONALD'S,Brooklyn,11203.0,+17189226085,Hamburgers,2022-12-12,Violations were cited in the following area(s).,A,8.0,40.652525984176,-73.923511182349
40512445,BELLA BLU,Manhattan,10021.0,+12129884624,Italian,2023-10-04,Violations were cited in the following area(s).,C,37.0,40.769283327591,-73.963020460881
40512520,CHELSEA RISTORANTE,Manhattan,10011.0,+12129247786,Italian,2022-12-20,Violations were cited in the following area(s).,A,11.0,40.740675150524,-74.001833203947
40512610,WHITE CASTLE,Bronx,10457.0,+17182941205,Hamburgers,2023-02-01,Violations were cited in the following area(s).,A,3.0,40.846264852237,-73.901756444945
40512617,ZARO'S BREAD BASKET,Manhattan,10017.0,+12122920163,Bakery Products/Desserts,2023-05-02,Violations were cited in the following area(s).,A,12.0,40.752093933162,-73.977604354379
40512788,ELIAS CORNER FOR FISH,Queens,11102.0,+17189321510,Seafood,2023-04-05,Violations were cited in the following area(s).,A,10.0,40.772153948051,-73.915567603962
40512852,DOC WATSONS,Manhattan,10075.0,+12129885300,American,2023-05-11,Violations were cited in the following area(s).,A,11.0,40.772415250053,-73.955707662814
40512865,CONNOLLY'S PUB,Manhattan,10017.0,+12128673767,Pizza,2022-01-26,Violations were cited in the following area(s).,A,12.0,40.756282459109,-73.977718445279
40513031,NINA'S GREAT BURRITO BAR,Manhattan,10024.0,+12127245151,American,2022-02-17,Violations were cited in the following area(s).,A,12.0,40.785957643232,-73.972566222568
40513133,EL CONTINENTAL RESTAURANT,Brooklyn,11215.0,+17188321327,Latin American,2022-10-21,Violations were cited in the following area(s).,A,13.0,40.661993327407,-73.992758767975
40513164,MCGEES PUB,Manhattan,10019.0,+12129573536,American,2023-11-29,Violations were cited in the following area(s).,A,13.0,40.764945783499,-73.982751471017
40513184,ACE BAR,Manhattan,10009.0,+12129798476,American,2022-01-05,Violations were cited in the following area(s).,A,10.0,40.724504576151,-73.983552084448
40513217,B66 CLUB,Brooklyn,11219.0,+17183310074,Russian,2023-03-04,Violations were cited in the following area(s).,A,10.0,40.622765123659,-73.997961115377
40513414,PADDY MAGUIRE'S ALE HOUSE,Manhattan,10003.0,+12122530031,Bottled Beverages,2023-04-03,Violations were cited in the following area(s).,A,10.0,40.736727169718,-73.98466045966
40513416,BURGER KING,Staten Island,10314.0,+17187208498,Hamburgers,2023-08-17,Violations were cited in the following area(s).,A,4.0,40.612913560092,-74.130757472302
40513609,SKYLIGHT DINER,Manhattan,10001.0,+12122440395,American,2024-01-09,Violations were cited in the following area(s).,A,13.0,40.753479426313,-73.99656027467
40513633,ARTE CAFE & EL COCO,Manhattan,10023.0,+12125017014,Italian,2022-05-05,Violations were cited in the following area(s).,A,13.0,40.778295614213,-73.978805097887
40513662,PIAXTLA ES MEXICO DELI,Brooklyn,11220.0,+17186334816,Mexican,2023-06-20,Violations were cited in the following area(s).,A,13.0,40.644308459166,-74.01050041606
40513798,SOHO GRAND HOTEL,Manhattan,10013.0,+12129653000,American,2022-10-14,Violations were cited in the following area(s).,A,12.0,40.721706010857,-74.004347203917
40514147,CREATIVE EDGE CATERERS,Manhattan,10014.0,+12127413000,American,2022-11-14,Violations were cited in the following area(s).,A,12.0,40.731847689049,-74.00850089398
40515124,RENEE'S KITCHENETTE,Queens,11377.0,+17184769002,Filipino,2023-04-10,Violations were cited in the following area(s).,A,5.0,40.746342714386,-73.896097517061
40515448,FREDDIE & PEPPER'S PIZZA,Manhattan,10023.0,+12127992378,Pizza,2023-01-06,Violations were cited in the following area(s).,A,13.0,40.780099223028,-73.980530490718
40515597,ANYWAY CAFE,Manhattan,10003.0,+12125333412,Russian,2023-01-17,Violations were cited in the following area(s).,C,49.0,40.72511197732,-73.990767580428
40515670,ARTIE'S,Bronx,10464.0,+17188859885,Italian,2024-01-03,Violations were cited in the following area(s).,A,12.0,40.849516303236,-73.787345831632
40515702,STARBUCKS,Manhattan,10012.0,+12122192961,Coffee/Tea,2023-07-27,Violations were cited in the following area(s).,A,10.0,40.722595377766,-73.997857034258
40517120,BLUE BAY DINER,Queens,11364.0,+17182256333,American,2023-03-07,Violations were cited in the following area(s).,A,13.0,40.744167702635,-73.776145833857
40520604,STARBUCKS,Queens,11375.0,+17182684719,Coffee/Tea,2023-08-16,Violations were cited in the following area(s).,A,9.0,40.720884659438,-73.846810679703
40520857,TIRAMISU RESTAURANT,Manhattan,10028.0,+12129889780,Italian,2023-05-25,Violations were cited in the following area(s).,A,10.0,40.775102745133,-73.956702378113
40521003,TOPAZE RESTAURANT & JERK CHICKEN,Brooklyn,11234.0,+17184447070,Caribbean,2023-02-28,Violations were cited in the following area(s).,B,21.0,40.62657677588,-73.927687487521
